users,tweets,target
sosadtoday, wish everyth wa as easi as believ my own bullshit,2
sosadtoday, talk about the eat disord disord eat element of milk fed with the rad astut content warn uh the whole book basic,2
sosadtoday, im a strong independ woman who need constant valid from stranger,3
sosadtoday, cant tell if peopl know they are full of shit or have no idea,2
sosadtoday, in my head im have sex,3
sosadtoday, dont recommend me anyth except a peac death,1
sosadtoday,shit im do thi week u dont have to leav bed wedpm pt talk to my fav brontez purnel abt hi new bookboyfriend thurpm ct my last milk fed event,2
sosadtoday, lone but not for peopl,1
sosadtoday, we have a nice time togeth dont we twitter follow,3
sosadtoday, i dont like you anymor and its beauti,1
sosadtoday, my insomnia will alway be here for me,2
sosadtoday, im alway last to know anyth becaus i dont want to,1
sosadtoday, cant believ thi life thing is still happen,2
sosadtoday, whisper dure sex my mother will never be proud of me,1
sosadtoday, thi account suck now but that is the way of all thing,1
sosadtoday, milf head,2
sosadtoday, milk fed on the today show,1
sosadtoday,thank you,1
sosadtoday, philli onlin tomorrow night ,1
sosadtoday, rediscov nothing,1
sosadtoday, oh cool societi is still gross,1
sosadtoday, what if im just an old piec of bagel,1
sosadtoday, review of milk fed,1
sosadtoday, listen dont make me regret pretend im fine,1
sosadtoday, thi book is good,1
sosadtoday, what doe a typic day look like for you i forget all password and make new one,2
sosadtoday, dont make me do the emot labor of typehaha ,1
sosadtoday, stop peerpressur me to typelol ,2
sosadtoday, sometim im scare that inanim object will judg me,2
sosadtoday, take shit person as fuck,2
sosadtoday, tomorrow night me and one of the onli peopl i like — ryan oconnel — are do a virtual thing at u dont even have to leav your bed regist here,2
sosadtoday, selfdestruct in a gentl way,1
sosadtoday, listen to jd,1
sosadtoday, just relax and think about the die process,2
sosadtoday, im not lie to you im lie to myself and share it,2
sosadtoday, tire until its time to sleep,2
sosadtoday, pleas god no more selfawar,2
sosadtoday, excerpt from milk fed,3
sosadtoday, excerpt from milk fed,3
sosadtoday, me fuck societis beauti standard also me i look disgust,3
sosadtoday, i miss the thing that destroy my life befor they destroy my life,1
sosadtoday, i be in denial,2
sosadtoday, tomorrow night,1
sosadtoday, im natur desper,1
sosadtoday, greet book club other group ofread human i will zoom into your book club to discuss milk fed idea about life after death and anyth els i can also mail you sign bookplat hmu email in bio,2
sosadtoday, i didnt want it to end badli i want them it to end with you be obsess with me,2
sosadtoday, thank you for your depth and kind,2
sosadtoday, im anxieti,1
sosadtoday,a thrill examin of hunger desir faith famili and love— time magazin,1
sosadtoday, milk fed its not gonna eat itself out now from me,1
sosadtoday, milf fed,1
sosadtoday, for fun i like to obsess about shit i cant control,2
sosadtoday, i like leav,1
sosadtoday, my shit come out tuesday,2
sosadtoday, me social media is just the last dreg of a dopamin addict also me give me the dreg,1
sosadtoday, pretend to be chill so no one know i have need and therefor cant reject them,2
sosadtoday, help i cant stop feel,2
sosadtoday, you cant make a person love you but you can pretend they do,1
sosadtoday, i take the good shit lightli and the bad shit person,2
sosadtoday, the world is likehi sorri still turn ,1
sosadtoday, how doe life just like keep go,2
sosadtoday, i want to be a cloud i think,1
sosadtoday, god grant me the energi to go downstair and eat a disgust snack,1
sosadtoday, i dont live in bel air but i did have my first orgasm hump a georg jetson doll also i have one new hobbi tetri,2
sosadtoday, sorri i cant im busi lose interest in thing i onc found meaning,1
sosadtoday, find new way to be not enough,1
sosadtoday, i want to live in three moment of my life and delet the rest,2
sosadtoday, everyon is sort of blend into a big blur,1
sosadtoday, milk fed its not gonna eat itself,1
sosadtoday, who play theo,2
sosadtoday, the ancient art of blame myself,3
sosadtoday,i dont take it personi said and took it person,1
sosadtoday, im an entrepreneur of way to feel shitti,2
sosadtoday, me get selfesteem,1
sosadtoday, wa it uncondit love or did i just have no boundari a memoir,3
sosadtoday, therapist i can help you me you still use aol,2
sosadtoday,hi pleas come to these zoom event i am do for my new novel milk fed i will read talk shit and answer question all event are free link to regist are in the thread of tweet repli to thi tweet thank you ,2
sosadtoday, two nurs have been found thank you twitter goodnight,1
sosadtoday, do i have a follow who is an icu trauma nurs who wld have time to talk for a few min on phone person not for an articl just need an ear some word of wisdom perspect where its not an onduti hurri set youll be do me a great servic lmk ill dm you,2
sosadtoday, i feel like an empti well,2
sosadtoday, oh great im awak,3
sosadtoday, common courtesi,1
sosadtoday, ask me how im do is rude,3
sosadtoday, im alway the last to know everyth and im glad,3
sosadtoday, shoutout to my demon,1
sosadtoday, sad tonight,2
sosadtoday, mood,2
sosadtoday, whatev,2
sosadtoday, mental im alway in bed,2
sosadtoday, do i like you no do i need you to like me ye,1
sosadtoday, ive been awakminut and its alreadi too much,1
sosadtoday, call me steven spielberg and thank to for the world premier,1
sosadtoday, fear of reject is so cozi,2
sosadtoday, i may be selfcent but at least im not judg other,1
sosadtoday, so you think you can go a day without overthink,1
sosadtoday, i miss when i didnt exist,3
sosadtoday, honestli dont know what the hell anyon is talk about,2
sosadtoday, horoscop if you think theyre fuck they probabl are,2
sosadtoday, got over you but then saw you again,1
sosadtoday, everyth is get wors in a bore way,1
sosadtoday, the team of imaginari peopl judg me in my head is work overtim today,2
sosadtoday, today agenda regret past fear futur,1
sosadtoday, can you just give me a powerpoint present on whi you reject me,2
sosadtoday, dont ask me how ive been,1
sosadtoday, i went in the studio record the audiobook of milk fed the engin had never heard the word clit repeat so mani time also knish anyway it avail from for preorder audibl googl play,2
sosadtoday, alreadi stress out about my funer turnout,3
sosadtoday, listen its not like i chose to exist,3
sosadtoday, kiss me like i have a life,2
sosadtoday, these book are good,1
sosadtoday, thank but ill be my own worst enemi,2
sosadtoday, i dont understand how peopl just like live life,1
sosadtoday, i alway think everyth bad is about me,2
sosadtoday, in other news the first chapter of milk fed is now onlin,1
sosadtoday, my dad ha been in the icu on a ventil for three week after he wa sever injur in a car accid i didnt want to tweet thi becaus its hi life but im too tire to tell peopl individu so there you go hi name is bob broder i love him,3
sosadtoday, thi year suck,1
sosadtoday, i like to be awak when im suppos to be sleep and asleep when im suppos to be awak,1
sosadtoday, you need to love yourself listen if i knew how to love myself id be do it,3
sosadtoday, be born is a lot of pressur,1
sosadtoday, uk repres,1
sosadtoday, there are two type of peopl and im isol from both of them,1
sosadtoday,these are dark dayme sinc birth,1
sosadtoday, all i want for xma is valid from stranger,3
sosadtoday, vogu say read milk fed febcool,1
sosadtoday, i feel lone and weird,2
sosadtoday, my heart is stupid,3
sosadtoday, fuck everyth kind of,2
sosadtoday, shhh listen it the sound of everyth get shittier,2
sosadtoday, im insecur doe that turn you on,1
sosadtoday, editori director of neg thought,1
sosadtoday, yearend list im veri tire veri veri tire i cant get enough silenc love dark love close my eye,3
sosadtoday, overwhelm by most thing,3
sosadtoday, honor and grate that im go back to bed,2
sosadtoday, levelsad be wash away by a deeper purer levelsad,2
sosadtoday, who am i and whi,1
sosadtoday, milk fed outget it,1
sosadtoday, yell at the mirrorits your fault im like thi ,3
sosadtoday, do thought and prayer work,1
sosadtoday, feel doom,2
sosadtoday, wake up rememb im a powerless speck of dust in an uncontrol world goe back to bed,2
sosadtoday, obsess over a problem that doesnt exist,3
sosadtoday, sorri but i dont want to do whats good for me,1
sosadtoday, my attitud wa good for two minut,1
sosadtoday, i want sex and to be alon,3
sosadtoday, its nice to see your person is still fake and bore,3
sosadtoday, not have a crush on anyon is go to kill me,1
sosadtoday, im not good enough for me,1
sosadtoday, no of cours im not go to relax and enjoy life,2
sosadtoday, hobbi feel guilti for thing that arent my fault,3
sosadtoday, fuck yeah i confus love with attract,1
sosadtoday, on some level i must actual enjoy imagin the worst possibl outcom,2
sosadtoday, i want to be more at peac with myself but also more hot,1
sosadtoday, im annoy about someth but i forget what it is,3
sosadtoday, be reject is goth,1
sosadtoday, did u know thi account belong to a writer a human a human w feel a human w feel she tweet to avoid feel the writer ha a new book come out in feb call milk fed if you like these tweet want to support the human preorder it,2
sosadtoday, oprah like milk fed,1
sosadtoday, one book that isnt on here that is hottt is brontez purnelboyfriend out in feb,2
sosadtoday, ok so thi list ha a lot of good shit girlhood by love other poem by and i didnt know that had new book also me,2
sosadtoday, my wound child feel like your wound child is talk shit about her,2
sosadtoday, shhh im heal my wound child,2
sosadtoday, whisper dure sex im go back to therapi,3
sosadtoday, gonna have to start social distanc on text too,3
sosadtoday, love conquer all except unrequit love,3
sosadtoday, no i cant stop apolog for my exist,1
sosadtoday, rememb when i thought i knew you but i didnt know you at all,1
sosadtoday, high on loneli,1
sosadtoday, want to lay on a bathroom floor with you,2
sosadtoday, i need to warn you that im go to be a disappoint,2
sosadtoday, peac love and sad,1
sosadtoday, i feel empti and insecur dot com,2
sosadtoday,on a scale ofhow big of a loser do you think i amme flirt,2
sosadtoday, i feel like everyon is cosplay life,2
sosadtoday, sad today,2
sosadtoday, doesnt get a text within five second it all over for me,3
sosadtoday, i have all the wrong cloth bodi and mind,2
sosadtoday, i dont rememb ask to live in thi dimens,1
sosadtoday, happi is cancel,1
sosadtoday, i fall in love everi five second,1
sosadtoday, i consid not take your advic a person success,1
sosadtoday, some peopl believ in themselv so much its terrifi,2
sosadtoday, never be enough is a lifes work,2
sosadtoday, that which doe not kill you but make you project your insecur on everyth,2
sosadtoday, no i dont have anifun weekend plan ,3
sosadtoday, felt a feel so now i have to tweet,2
sosadtoday, i should be back in therapi but im tweet instead,1
sosadtoday, pre order my new book butthead,2
sosadtoday, me the team of peopl judg me in my headhousehold,2
sosadtoday, awak when im suppos to be sleep asleep when im suppos to be awak,1
sosadtoday, oop total didnt mean to be emot honest,1
sosadtoday, u want it,1
sosadtoday, so not in the mood to stop lie to myself,2
sosadtoday, i love give up,3
sosadtoday, i will alway be here for you in a distract way,1
sosadtoday, that empti look cute on you,2
sosadtoday, i want to be an eleg scarfbandana tie jauntili at the neck but im a dirti dispos paper mask use for the th time with broken string,2
sosadtoday, memori are tri to kill me,2
